"Region","Country","Target","Indicator Number","Indicator Name","Year","Value","Metadata"
"SDG: Eastern and South-Eastern Asia","Malaysia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","21.58","SOURCE:  Budget Speech 2020 (https://www.mof.gov.my/portal/arkib/budget/2020/bs20.pdf)"
"SDG: Eastern and South-Eastern Asia","Malaysia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2022","20.15","SOURCE:  Direct country submission ()"
"SDG: Eastern and South-Eastern Asia","Malaysia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","20.70","SOURCE:  Summary of Actual Expenditure and Development Management Estimates; Actual Expenditure, Ministry of Education (https://www.mof.gov.my/arkib/perbelanjaan/2020/ringkasan_belanjaSebenar_dan_anggaran_urus&pemb.pdf; https://www.mof.gov.my/arkib/perbelanjaan/2020/B.63_P.63.pdf)"
"SDG: Sub-Saharan Africa","Namibia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","24.94","SOURCE:  Estimates of Revenue, Income and Expenditure for the 2021/2022 - 2023/2024 Financial Year (https://mof.gov.na/documents/35641/36556/ESTIMATES+2021_22.pdf/27eaa667-d142-0376-2d05-d3641786262d)"
"SDG: Sub-Saharan Africa","Namibia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","25.27","SOURCE:  Estimates of Revenue, Income and Expenditure 01 April 2019 to 31 March 2022 (https://mof.gov.na/documents/35641/36556/%2312843+MoF+ESTIMATE+2019+-+20.pdf/be9467a4-05bb-aa99-bd8e-ef02f1d1bf0a)"
"SDG: Sub-Saharan Africa","Namibia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","25.14","SOURCE:  Estimates of Revenue, Income and Expenditure 2022/23  2024/25 (https://mof.gov.na/documents/35641/36556/ESTIMATES+2022_23.pdf/eadb299c-5d81-69c9-4a77-a85c1f682c25)"
"SDG: Sub-Saharan Africa","Namibia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","24.78","SOURCE:  Estimates of Revenue, Income and Expenditure 01 April 2018 to 31 March 2021 (https://mof.gov.na/documents/35641/36556/Estimates+2018-19+%282%29.pdf/c3ac5462-03ad-27b0-0e4a-7b391cab122b)"
"SDG: Sub-Saharan Africa","Namibia","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2022","24.71","SOURCE:  Estimates of Revenue, Income and Expenditure 2022/23  2024/25 (https://mof.gov.na/documents/35641/36556/ESTIMATES+2022_23.pdf/eadb299c-5d81-69c9-4a77-a85c1f682c25)"
"SDG: Sub-Saharan Africa","Niger","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","11.95","SOURCE:  Loi de finances 2021 (http://www.finances.gouv.ne/index.php/lois-de-finances/category/135-loi-de-finances-2021)"
"SDG: Sub-Saharan Africa","Niger","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2022","12.37","SOURCE:  Loi de finances 2022 (http://www.finances.gouv.ne/index.php/lois-de-finances/category/140-loi-de-finances-2022)"
"SDG: Sub-Saharan Africa","Niger","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","13.01","SOURCE:  Loi de finances 2019 (http://www.finances.gouv.ne/index.php/lois-de-finances/category/118-loi-de-finances-2019)"
"SDG: Sub-Saharan Africa","Niger","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2023","12.81","SOURCE:  Loi de finances 2023 (http://www.finances.gouv.ne/index.php/lois-de-finances/category/152-loi-de-finances-2023)"
"SDG: Sub-Saharan Africa","Niger","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","16.34",""
"SDG: Sub-Saharan Africa","Niger","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","13.33","SOURCE:  Loi de finances 2020 (http://www.finances.gouv.ne/index.php/lois-de-finances/category/129-loi-de-finances-2020)"
"SDG: Latin America and the Caribbean","Nicaragua","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","23.94","SOURCE:  Informe de Liquidacion del Presupuesto General de la Republica 2019 (http://www.hacienda.gob.ni/documentos/presupuesto/informes)"
"SDG: Latin America and the Caribbean","Nicaragua","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","22.69","SOURCE:  Informe de Liquidacion del Presupuesto General de la Republica 2020; Cuadros de Estadisticas del IPC - Junio 2022 (http://www.hacienda.gob.ni/documentos/presupuesto/informes; https://www.inide.gob.ni/Home/ipc)"
"SDG: Latin America and the Caribbean","Nicaragua","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","22.76","SOURCE:  Informe de Liquidacion del Presupuesto General de la Republica 2018 (http://www.hacienda.gob.ni/documentos/presupuesto/informes)"
"SDG: Europe and Northern America","Netherlands","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","11.02","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Netherlands","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","10.94","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Netherlands","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","11.96","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Netherlands","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","11.83","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Norway","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","10.87","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Norway","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","11.05","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Norway","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","10.27","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Europe and Northern America","Norway","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","10.12","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Central and Southern Asia","Nepal","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","12.82","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Central and Southern Asia","Nepal","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","11.46","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Oceania","Nauru","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","9.61","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Oceania","New Zealand","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","14.29","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Oceania","New Zealand","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","14.44","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Oceania","New Zealand","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","15.87","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Oceania","New Zealand","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","15.80","SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023"
"SDG: Central and Southern Asia","Pakistan","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","12.19","SOURCE:  Pakistan Economic Survey 2021-2022 (https://www.finance.gov.pk/survey/chapter_22/Economic%20Survey%202021-22.pdf)"
"SDG: Central and Southern Asia","Pakistan","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","11.59","SOURCE:  Pakistan Economic Survey 2021-2022 (https://www.finance.gov.pk/survey/chapter_22/Economic%20Survey%202021-22.pdf)"
"SDG: Central and Southern Asia","Pakistan","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2022","9.40","SOURCE:  Pakistan Economic Survey 2021-2022 (https://www.finance.gov.pk/survey_2023.html)"
"SDG: Central and Southern Asia","Pakistan","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","7.82","SOURCE:  Pakistan Economic Survey 2021-2022 (https://www.finance.gov.pk/survey/chapter_22/Economic%20Survey%202021-22.pdf)"
"SDG: Central and Southern Asia","Pakistan","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","10.80","SOURCE:  Pakistan Economic Survey 2021-2022 (https://www.finance.gov.pk/survey/chapter_22/Economic%20Survey%202021-22.pdf)"
"SDG: Latin America and the Caribbean","Panama","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2020","10.12","SOURCE:  Ejecucion del Presupuesto modificado de Funcionamiento e Inversiones del Sector Publico (https://www.mef.gob.pa/wp-content/uploads/2021/01/SECTOR-PUBLICO-A-DICIEMBRE-2020.pdf)"
"SDG: Latin America and the Caribbean","Panama","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2018","8.68","SOURCE:  Ejecucion del Presupuesto modificado de Funcionamiento e Inversiones del Sector Publico (https://www.mef.gob.pa/wp-content/uploads/2020/12/EJECUCION-PRESUPUESTARIA-SECTOR-PUBLICO-ACUMULADA-A-DICIEMBRE-2018.pdf)"
"SDG: Latin America and the Caribbean","Panama","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2022","11.76","SOURCE:  Presupuesto Ciudadano 2022 (https://www.mef.gob.pa/wp-content/uploads/2022/04/Manual-PC2022-FINAL.pdf)"
"SDG: Latin America and the Caribbean","Panama","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2019","9.11","SOURCE:  Ejecucion del Presupuesto modificado de Funcionamiento e Inversiones del Sector Publico (https://www.mef.gob.pa/wp-content/uploads/2020/12/EJECUCION-PRESUPUESTARIA-SECTOR-PUBLICO-DE-ENERO-A-DICIEMBRE-2019-1.pdf)"
"SDG: Latin America and the Caribbean","Panama","1.a","1.a.2","Expenditure on education as a percentage of total government expenditure (%)","2021","9.34","SOURCE:  Ejecucion Preliminar del Presupuesto Modificado de Funcionamiento e Inversiones del Sector Publico 2021 ; Indice de Precios al Consumidor (https://www.mef.gob.pa/wp-content/uploads/2022/01/SECTOR-PUBLICO-A-DICIEMBRE-2021.pdf; https://www.inec.gob.pa/archivos/A053342420220114142246Cuadro5.xlsx)"
